City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
467,Alta,NO,69.97,23.27,53.6,46,29,1.12,scattered clouds
468,Webb City,US,37.15,-94.46,81.0,78,75,13.87,broken clouds
469,Ilhabela,BR,-23.78,-45.36,75.16,76,36,3.65,scattered clouds
470,Sitka,US,57.05,-135.33,57.2,87,90,14.99,light rain
471,Ati,TD,13.22,18.34,86.76,55,82,8.25,broken clouds
472,Pisco,PE,-13.7,-76.22,63.0,77,20,6.93,few clouds
473,Kavaratti,IN,10.57,72.64,82.29,80,76,12.39,broken clouds
474,Esperance,AU,-33.87,121.9,60.8,44,0,13.87,clear sky
475,Vinukonda,IN,16.05,79.75,85.23,67,95,7.09,overcast clouds
476,Solnechnyy,RU,50.72,136.63,51.19,94,100,6.8,moderate rain
477,Kenora,CA,49.82,-94.43,51.8,93,75,5.82,broken clouds
478,Mountain Home,US,43.13,-115.69,60.8,25,75,6.93,broken clouds
479,Vagur,FO,61.47,-6.81,52.93,83,100,23.73,overcast clouds
480,Seoul,KR,37.57,126.98,80.6,78,90,3.36,overcast clouds
481,Ketchikan,US,55.34,-131.65,55.4,100,90,12.75,heavy intensity rain
482,Lambarene,GA,-0.7,10.24,81.72,65,97,5.19,overcast clouds
483,Omboue,GA,-1.57,9.26,76.32,76,86,10.96,overcast clouds
484,Orotukan,RU,62.27,151.7,47.43,63,100,8.84,overcast clouds
485,Visakhapatnam,IN,17.69,83.21,84.2,94,75,2.24,mist
486,Sarangani,PH,5.4,125.46,83.5,75,31,9.13,scattered clouds
487,Teguldet,RU,57.31,88.17,56.7,92,0,6.62,clear sky
488,Lensk,RU,60.73,114.93,49.93,86,21,4.18,few clouds
489,Synya,RU,65.37,58.04,52.54,95,100,7.34,light rain
490,General Roca,AR,-39.03,-67.58,50.0,61,0,6.93,clear sky
491,Norton Shores,US,43.17,-86.26,73.4,53,75,13.87,broken clouds
492,Natal,BR,-5.79,-35.21,86.0,48,40,25.28,scattered clouds
493,Mugumu,TZ,-1.85,34.7,75.16,43,85,7.4,overcast clouds
494,Sioux Lookout,CA,50.1,-91.92,53.6,93,90,5.82,mist
495,Columbus,US,39.96,-83.0,75.0,73,40,5.82,scattered clouds
496,Reyes,BO,-14.32,-67.38,91.24,37,55,4.38,broken clouds
497,Tommot,RU,58.96,126.29,51.19,89,98,0.74,overcast clouds
498,Port Moresby,PG,-9.44,147.18,75.72,88,63,12.93,broken clouds
499,Broome,US,42.25,-75.83,68.0,67,75,5.82,broken clouds
500,Carrickfergus,GB,54.72,-5.81,60.8,67,32,14.99,scattered clouds
501,Launceston,AU,-41.45,147.17,35.01,86,0,1.01,clear sky
502,Zhigalovo,RU,54.81,105.16,50.45,91,65,4.23,broken clouds
503,Ha Tinh,VN,18.33,105.9,79.21,85,1,2.91,clear sky
504,Kargasok,RU,59.06,80.86,60.48,96,93,5.3,moderate rain
505,Nome,US,64.5,-165.41,54.0,62,40,19.46,scattered clouds
506,Jiazi,CN,22.88,116.07,82.29,82,26,2.35,scattered clouds
507,Kantang,TH,7.41,99.52,79.93,80,73,1.36,broken clouds
508,Bonavista,CA,48.65,-53.11,64.0,73,78,25.99,broken clouds
509,Zomin,UZ,39.96,68.4,79.75,19,88,2.13,overcast clouds
510,Ayan,RU,56.45,138.17,51.94,77,100,7.65,overcast clouds
511,Nuuk,GL,64.18,-51.72,55.4,50,20,8.05,few clouds
512,Lake Havasu City,US,34.48,-114.32,87.8,45,1,10.29,clear sky
513,Viedma,AR,-40.81,-63.0,48.0,71,1,1.01,clear sky
514,Grojec,PL,51.86,20.87,60.01,10,98,14.54,overcast clouds
515,Ocos,GT,14.51,-92.19,84.2,79,5,2.24,clear sky
516,Teknaf,BD,20.86,92.31,81.37,87,100,2.84,overcast clouds
517,Chumikan,RU,54.72,135.31,52.83,80,100,8.43,overcast clouds
518,Skeldon,GY,5.88,-57.13,82.33,84,100,2.55,overcast clouds
519,Storslett,NO,69.77,21.02,53.6,50,40,13.87,scattered clouds
520,Uniontown,US,39.9,-79.72,73.99,47,100,6.67,overcast clouds
521,Atar,MR,20.52,-13.05,104.04,11,7,3.02,clear sky
522,Ramhormoz,IR,31.28,49.6,107.6,14,0,11.41,clear sky
523,Khash,IR,28.22,61.22,73.11,21,0,15.21,clear sky
524,San Blas,MX,21.52,-105.27,69.8,94,75,6.08,broken clouds
525,Novyy Urengoy,RU,66.08,76.63,49.48,79,99,15.3,overcast clouds
526,Yabelo,ET,4.88,38.08,71.78,50,97,7.2,overcast clouds
527,Dharchula,IN,29.85,80.53,69.64,77,58,0.49,broken clouds
528,Broceni,LV,56.7,22.53,58.23,89,98,9.33,overcast clouds
529,Kununurra,AU,-15.77,128.73,78.8,34,41,4.7,scattered clouds
530,Falam,MM,22.92,93.68,63.3,100,100,1.97,light rain
531,Sciacca,IT,37.51,13.09,81.0,72,16,18.01,few clouds
532,Gibraleon,ES,37.38,-6.97,88.61,20,39,10.27,scattered clouds
533,Bundaberg,AU,-24.85,152.35,57.0,87,0,4.07,clear sky
534,Milkovo,RU,54.72,158.62,38.7,84,7,2.89,clear sky
535,Provideniya,RU,64.38,-173.3,42.66,70,26,12.75,scattered clouds
536,Cuamba,MZ,-14.8,36.54,82.53,23,3,3.0,clear sky
537,Hambantota,LK,6.12,81.12,77.0,100,40,3.36,scattered clouds
538,West Wendover,US,40.74,-114.07,62.6,18,1,2.93,clear sky
539,Grand Forks,US,47.93,-97.03,61.0,62,20,10.29,few clouds
540,Baruun-Urt,MN,46.68,113.28,51.01,87,47,15.75,scattered clouds
541,Salitral,PE,-4.86,-80.68,77.27,48,53,7.0,broken clouds
542,Ikot Ekpene,NG,5.18,7.71,78.12,85,100,8.79,moderate rain
543,Vryburg,ZA,-26.96,24.73,52.68,32,0,4.76,clear sky
544,Rundu,NA,-17.93,19.77,82.35,15,0,1.1,clear sky
545,Dire,ML,12.28,-10.97,85.23,73,70,4.72,light rain
546,Kalmunai,LK,7.42,81.82,83.07,77,80,6.06,broken clouds
547,Vila,PT,42.03,-8.16,79.0,32,81,8.01,broken clouds
548,Abu Samrah,SY,35.3,37.18,95.13,12,0,12.91,clear sky
549,Robertsport,LR,6.75,-11.37,77.11,84,100,16.33,light rain
550,Antalaha,MG,-14.9,50.28,70.32,84,1,8.99,clear sky
551,Nha Trang,VN,12.25,109.18,84.2,79,20,3.36,few clouds
552,Naklo Nad Notecia,PL,53.14,17.6,64.99,72,75,10.29,broken clouds
553,Margate,GB,51.38,1.39,64.99,58,94,1.99,overcast clouds
554,Ossora,RU,59.24,163.07,43.57,72,0,8.5,clear sky
555,Vincennes,FR,48.85,2.43,69.01,45,2,5.82,clear sky
556,Kudahuvadhoo,MV,2.67,72.89,84.15,67,71,6.67,broken clouds
557,Andros Town,BS,24.7,-77.77,89.6,62,40,3.36,scattered clouds
558,Kattivakkam,IN,13.22,80.32,86.0,74,40,4.7,scattered clouds
559,Dauriya,RU,49.93,116.87,54.32,93,96,3.85,overcast clouds
560,Tucurui,BR,-3.77,-49.67,96.71,33,0,6.6,clear sky
561,Quelimane,MZ,-17.88,36.89,74.01,84,1,7.09,clear sky
562,Latung,PH,5.5,120.88,83.55,75,0,7.16,clear sky
563,Bentonville,US,36.37,-94.21,75.2,78,75,12.75,broken clouds
564,Iwaki,JP,37.05,140.88,73.99,96,81,8.39,broken clouds
565,Havre-Saint-Pierre,CA,50.23,-63.6,53.6,76,90,8.05,overcast clouds
566,Varna,BG,43.22,27.92,84.0,65,0,12.75,clear sky
567,Tilichiki,RU,60.47,166.1,43.79,84,100,9.48,overcast clouds
568,Codrington,AU,-38.27,141.97,39.0,84,61,7.7,broken clouds
569,Shiyan,CN,32.65,110.78,71.85,70,29,3.58,light rain
570,Olecko,PL,54.03,22.51,54.28,91,100,11.32,overcast clouds
571,Port Blair,IN,11.67,92.75,81.73,79,87,5.46,overcast clouds
572,Koungou,YT,-12.73,45.2,78.8,74,50,6.93,scattered clouds
573,Dawlatabad,AF,36.41,64.91,76.3,22,0,8.37,clear sky
574,Samarai,PG,-10.62,150.67,77.63,88,94,17.76,overcast clouds
575,Thinadhoo,MV,0.53,72.93,83.17,71,93,8.9,overcast clouds
576,Luebo,CD,-5.35,21.42,85.57,53,99,1.63,overcast clouds
577,Zlocieniec,PL,53.53,16.01,63.0,66,23,1.01,few clouds
578,Trairi,BR,-3.28,-39.27,88.75,44,0,17.43,clear sky
579,Ahipara,NZ,-35.17,173.17,55.17,82,83,5.93,broken clouds
580,Kuah,MY,6.33,99.84,82.4,94,20,3.36,heavy intensity rain
581,Millau,FR,44.08,2.92,77.0,49,75,13.87,broken clouds
582,Toguchin,RU,55.24,84.39,59.18,84,0,5.84,clear sky
583,Hemsedal,NO,60.86,8.55,61.0,41,1,5.19,clear sky
584,Omsukchan,RU,62.53,155.8,41.41,66,100,5.06,overcast clouds
585,Shar,KZ,49.59,81.05,66.74,45,0,7.36,clear sky
586,Avera,US,33.19,-82.53,81.0,88,90,5.82,overcast clouds
587,Terrace,CA,54.52,-128.6,51.8,100,90,11.41,light rain
588,Paamiut,GL,61.99,-49.67,43.36,88,1,7.4,clear sky
589,Bud,US,39.45,-86.18,72.0,77,90,4.63,overcast clouds
590,Jacareacanga,BR,-6.22,-57.75,89.6,59,11,4.7,few clouds
591,Mirabad,AF,30.44,61.84,83.8,19,0,20.45,clear sky
592,Terre Haute,US,39.47,-87.41,75.99,73,90,3.36,overcast clouds
593,Libreville,GA,0.39,9.45,80.6,78,75,11.41,broken clouds
594,Verkhnevilyuysk,RU,63.45,120.32,50.09,76,12,4.09,few clouds
595,Menongue,AO,-14.66,17.69,80.92,27,94,3.49,overcast clouds
596,Santa Barbara,US,34.42,-119.7,62.6,82,90,3.36,mist
597,Sibut,CF,5.72,19.07,78.82,89,74,1.39,light rain
598,Weston,US,26.1,-80.4,91.99,62,1,4.7,clear sky
599,Duminichi,RU,53.93,35.11,71.17,68,95,8.23,overcast clouds
600,Tena,EC,-0.98,-77.82,80.6,69,75,3.36,broken clouds
601,Manggar,ID,-2.88,108.27,81.21,80,85,12.21,overcast clouds
602,Shestakovo,RU,56.49,103.96,49.71,93,49,2.55,scattered clouds
603,Tevaitoa,PF,-16.78,-151.5,77.95,74,8,23.82,clear sky
604,Tayga,RU,56.06,85.62,66.0,77,5,4.47,clear sky
605,Korla,CN,41.76,86.15,78.89,25,0,8.75,clear sky
606,Ulaangom,MN,49.98,92.07,57.38,52,0,4.16,clear sky
607,Camacha,PT,33.08,-16.33,75.2,60,40,18.34,scattered clouds
608,Gisborne,NZ,-38.65,178.0,46.99,79,75,5.01,broken clouds
609,Santa Lucia,ES,27.91,-15.54,80.6,51,20,31.09,few clouds
610,Banepa,NP,27.63,85.52,75.2,88,75,5.82,thunderstorm
611,Boyuibe,BO,-20.42,-63.28,65.03,49,100,6.53,overcast clouds
612,Batemans Bay,AU,-35.72,150.18,44.01,80,9,4.54,clear sky
613,Sri Aman,MY,1.24,111.46,75.2,100,100,1.12,overcast clouds
614,Hasaki,JP,35.73,140.83,73.4,94,75,12.75,broken clouds
615,Le Port,RE,-20.94,55.29,71.01,64,0,13.87,clear sky
616,Vestmanna,FO,62.16,-7.17,53.6,81,87,17.22,overcast clouds
617,Susner,IN,23.95,76.08,76.05,90,1,8.43,clear sky
618,Hjelset,NO,62.78,7.48,59.0,47,44,5.82,scattered clouds
619,Bibiani,GH,6.46,-2.32,80.69,69,96,5.23,light rain
620,Alyangula,AU,-13.85,136.42,71.6,88,0,7.81,clear sky
621,Mizdah,LY,31.45,12.98,104.09,8,0,4.63,clear sky
622,Pedernales,DO,18.04,-71.74,84.2,79,40,6.93,scattered clouds
623,Fuerte Olimpo,PY,-21.04,-57.87,84.58,45,3,6.31,clear sky
624,Angoche,MZ,-16.23,39.91,74.89,78,1,8.77,clear sky
625,Ojinaga,MX,29.57,-104.42,91.4,27,1,8.05,clear sky
626,Grindavik,IS,63.84,-22.43,51.8,100,75,18.34,broken clouds
627,Magna,US,40.71,-112.1,64.99,27,75,4.7,broken clouds
628,Calama,CL,-22.47,-68.93,57.2,17,75,10.6,broken clouds
629,Adrar,MR,20.5,-10.07,101.84,8,19,11.48,few clouds
630,Moose Factory,CA,51.26,-80.61,60.8,59,1,8.05,clear sky
631,Nioro,GM,13.35,-15.75,87.06,70,50,6.08,moderate rain
632,Santiago,CL,-33.46,-70.65,57.0,47,2,4.7,clear sky
633,Rio Verde De Mato Grosso,BR,-18.92,-54.84,102.24,11,0,6.51,clear sky
634,Bulancak,TR,40.94,38.23,77.0,88,75,6.93,broken clouds
635,Dogondoutchi,NE,13.64,4.03,91.45,40,31,5.66,scattered clouds
636,Inirida,CO,3.87,-67.92,88.23,56,69,4.5,broken clouds
637,Panzhihua,CN,26.59,101.71,66.99,83,91,1.99,overcast clouds
638,Stepnogorsk,KZ,52.35,71.89,73.98,38,54,4.14,broken clouds
639,Itoman,JP,26.12,127.67,80.6,94,75,47.2,heavy intensity shower rain
640,Veinticinco De Mayo,AR,-35.43,-60.17,55.0,46,100,4.0,overcast clouds
641,Aquiraz,BR,-3.9,-38.39,87.8,52,20,16.11,few clouds
642,Cairns,AU,-16.92,145.77,69.8,73,22,8.05,few clouds
643,Rawson,AR,-43.3,-65.1,46.31,53,0,4.43,clear sky
644,Najran,SA,17.49,44.13,95.0,17,40,6.93,scattered clouds
645,Balakhta,RU,55.38,91.6,52.92,90,2,2.8,clear sky
646,Wanning,CN,18.8,110.4,79.63,84,0,3.94,clear sky
647,Miragoane,HT,18.44,-73.09,83.95,70,58,2.26,broken clouds
648,Tlacotepec,MX,20.07,-97.87,80.53,50,95,2.68,overcast clouds
649,Hays,US,30.05,-98.03,87.01,73,27,1.99,scattered clouds
650,Lipnita,RO,44.1,27.6,98.01,31,5,9.17,clear sky
651,Constitucion,CL,-35.33,-72.42,52.81,66,0,7.36,clear sky
652,Cap-Aux-Meules,CA,47.38,-61.86,57.2,67,75,23.04,broken clouds
653,Turtas,RU,58.94,69.13,57.67,91,69,9.15,broken clouds
654,Coahuayana,MX,18.73,-103.68,73.4,78,40,0.74,fog
655,Kungurtug,RU,50.6,97.52,43.95,80,10,1.86,clear sky
656,Kautokeino,NO,69.01,23.04,49.37,50,65,9.69,broken clouds
657,Primo Tapia,MX,32.22,-116.92,71.6,88,90,6.17,overcast clouds
658,Sarh,TD,9.14,18.39,75.2,88,75,3.36,broken clouds
659,Skibbereen,IE,51.55,-9.27,59.0,82,75,12.75,moderate rain
660,Yarkovo,RU,57.4,67.08,58.64,82,91,7.96,overcast clouds
661,Pauini,BR,-7.71,-66.98,103.95,31,30,1.28,scattered clouds
662,Dzhebariki-Khaya,RU,62.22,135.8,46.22,95,11,2.1,few clouds
663,Venado Tuerto,AR,-33.75,-61.97,57.0,47,100,4.0,overcast clouds
664,Hay River,CA,60.82,-115.8,46.4,87,40,8.05,scattered clouds
665,Beian,NO,63.66,9.57,55.4,50,75,4.7,broken clouds
666,Ternate,ID,0.8,127.4,80.33,78,84,4.59,moderate rain
667,Barguzin,RU,53.62,109.62,50.81,82,100,1.72,overcast clouds
668,Yilan,TW,24.76,121.75,84.0,99,100,7.7,overcast clouds
669,Mayo,US,38.89,-76.51,75.99,73,75,10.29,broken clouds
670,Maldonado,UY,-34.67,-54.92,53.01,76,90,10.29,overcast clouds
671,Chimoio,MZ,-19.12,33.48,68.0,88,90,16.11,overcast clouds
672,Mayumba,GA,-3.43,10.66,73.99,86,95,9.93,light rain
673,Oudtshoorn,ZA,-33.59,22.2,57.2,58,69,5.82,broken clouds
674,Aban,RU,56.67,96.06,54.23,90,91,4.81,overcast clouds
675,Gurupa,BR,-1.41,-51.64,95.0,41,2,5.14,clear sky
676,Kommunar,RU,59.62,30.39,62.6,72,20,4.47,light rain
677,Ambilobe,MG,-13.2,49.05,73.15,68,38,2.55,scattered clouds
678,Upington,ZA,-28.45,21.26,64.4,12,0,5.82,clear sky
679,Ambon,ID,-3.7,128.18,78.01,15,96,9.28,overcast clouds
680,Chaman,PK,30.92,66.45,74.86,19,59,5.57,broken clouds
681,Zemio,CF,5.03,25.14,77.77,81,99,1.5,light rain
682,Xuddur,SO,4.12,43.89,83.17,48,71,17.09,broken clouds
683,Corner Brook,CA,48.97,-57.95,53.6,93,90,10.29,mist
684,Along,IN,28.17,94.77,74.32,89,90,1.19,overcast clouds
685,Oktyabrskiy,RU,54.48,53.47,65.57,76,0,7.29,clear sky
686,Francisco Sa,BR,-16.48,-43.49,86.0,33,20,12.75,few clouds
687,Phan Thiet,VN,10.93,108.1,80.04,84,99,7.49,overcast clouds
688,Komsomolskiy,UZ,40.43,71.72,77.0,53,2,2.24,clear sky
689,Felipe Carrillo Puerto,MX,19.58,-88.05,90.99,54,15,5.21,few clouds
690,Maneadero,MX,31.72,-116.57,68.0,83,10,4.61,clear sky
691,Peniche,PT,39.36,-9.38,80.01,39,47,7.0,scattered clouds
692,Brits,ZA,-25.63,27.78,64.4,42,40,12.75,scattered clouds
693,San-Pedro,CI,4.75,-6.64,76.35,78,100,8.57,overcast clouds
694,Vao,NC,-22.67,167.48,68.09,68,42,11.7,scattered clouds
695,Bonoua,CI,5.27,-3.6,80.6,78,20,12.75,few clouds
696,Kitaibaraki,JP,36.78,140.75,73.99,79,62,9.57,broken clouds
697,Vitim,RU,59.45,112.56,50.58,83,9,1.52,clear sky
698,Zhanakorgan,KZ,43.91,67.25,81.5,28,88,14.88,overcast clouds
699,Chama,CH,47.18,8.46,68.0,59,75,1.12,broken clouds
700,Boralday,KZ,43.36,76.86,75.2,44,75,6.71,broken clouds
701,Barao De Melgaco,BR,-16.19,-55.97,98.6,17,0,13.87,smoke
